id_bb_global,id_isin,id_cusip,id_sedol1,ticker,name,exch_code,issuer,market_sector_des
BBG000064N91,SE0001233990,ED5429110,B7NCQ92,OREKON,ORESUNDSKONSORTIET,NOMX STOCKHOLM,ORESUNDSKONSORTIET,Govt
